TM2_LINK,TM2_Code,Disorder,Module
http://id.who.int/icd/release/11/mms/17088197,SP41,Sciatica disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1263752098,SP42,Lumbar spondylosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/296037757,SP43,Lumbo-sacroiliac disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1634061842,SP44,Torticollis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/212111852,SP45,Cervical spondylosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1324098793/other,SP4Y,"Other specified bone, joint and muscle disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/1324098793/unspecified,SP4Z,"Bone, joint and muscle disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/944000127,,Disorders affecting the whole body (TM2),TM2
http://id.who.int/icd/release/11/mms/1737130163,,Febricity disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1712884804,SP50,Enteric fever disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1754178993,SP51,Fever disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1644364509,SP52,Fever disorder with excessive salivation (TM2),TM2
http://id.who.int/icd/release/11/mms/412234144,SP53,High fever disorder with yellow discouloration (TM2),TM2
http://id.who.int/icd/release/11/mms/594116296,SP54,Fever with body pain disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1285080175,SP55,Fever with chills disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/157279096,SP56,High grade fever disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1069186343,SP57,Intermittent fever disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/554848287,SP58,Continuous fever disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1551015003,SP59,Fever disorder due to external factor (TM2),TM2
http://id.who.int/icd/release/11/mms/677700358,SP5A,Inflammation with morbid matter disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/499264364,SP5B,Consumptive disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1737130163/other,SP5Y,Other specified febricity disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1737130163/unspecified,SP5Z,"Febricity disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/858244402,,Metabolic disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/298183636,SP60,Diabetes mellitus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/683889528,SP61,Emaciation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/832544714,SP62,High fat disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/891423222,SP63,Polydipsia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/465700982,SP64,Obesity disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/858244402/other,SP6Y,Other specified metabolic disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/858244402/unspecified,SP6Z,"Metabolic disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/967467614,,Tumours disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/457723064,SP70,Lipoma disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1004438232,SP71,Benign tumour disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/632952224,SP72,Deep rooted spreading tumour disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/967467614/other,SP7Y,Other specified tumours disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/967467614/unspecified,SP7Z,"Tumours disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/2136477741,SP90,Abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2086832920,SP91,Generalised oedema disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1935012118,SP92,Oedema disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/944185295,SP93,Impaired immunity disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1724940400,SP94,Inflammation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/562399900,SP95,Excessive yawning disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/721956344,SP96,Laziness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1217546582,SP97,Severe fatigue disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2069056577,SP98,Syncope disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1576590672,SP99,Pruritus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/375213785,SP9A,General debility disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/944000127/other,SP9Y,Other specified disorders affecting the whole body (TM2),TM2
http://id.who.int/icd/release/11/mms/944000127/unspecified,SP9Z,"Disorders affecting the whole body (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1471542998,,"Mental, emotional and behavioural disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/641502186,,Mental disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1976940353,SQ00,Delirium disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1691661851,SQ01,Hallucination disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/819872746,SQ02,Hysteria disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/441413164,SQ03,Insanity disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/275085622,SQ04,Depressive disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1851825829,SQ05,"Lack of concentration, confusion disorder (TM2)",TM2
http://id.who.int/icd/release/11/mms/641502186/other,SQ0Y,Other specified mental disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/641502186/unspecified,SQ0Z,"Mental disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/749808774,,Emotional disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1970407217,SQ10,Anxiety ephemeral fever disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/749808774/other,SQ1Y,Other specified emotional disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/749808774/unspecified,SQ1Z,"Emotional disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/420567170,,Behavioural disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1059449428,SQ20,Alcoholism disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/450417382,SQ21,Egomania disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/906832050,SQ22,Non alcoholic intoxication disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1406567687,SQ23,Panic attack disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1558314763,SQ24,Insomnia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/420567170/other,SQ2Y,Other specified behavioural disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/420567170/unspecified,SQ2Z,"Behavioural disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1708364937,SQ40,Hypersomnia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2003260585,SQ41,Lycanthropy disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1471542998/other,SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/1471542998/unspecified,SQ4Z,"Mental, emotional and behavioural disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/761201319,,External factors disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/678919564,,Infestation disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/523854074,SQ50,Worm infestation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/678919564/other,SQ5Y,Other specified infestation disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/678919564/unspecified,SQ5Z,"Infestation disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1386056187,,Poisoning disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1892211281,SQ60,Pseudo poisoning disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1358456158,SQ61,Artificial poison disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1386056187/other,SQ6Y,Other specified poisoning disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1386056187/unspecified,SQ6Z,"Poisoning disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/638731564,SQ80,Inadequate diet disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/761201319/other,SQ8Y,Other specified external factors disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/761201319/unspecified,SQ8Z,"External factors disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/2007596156,,Childhood disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/296673756,SR00,Marasmus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2014079686,SR01,Bed wetting disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/370126495,SR02,Infantile dysentry disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/101289303,SR03,Infantile epilepsy disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2019487514,SR04,Ophthalmia neonatarum disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1926449270,SR05,Childhood malnutrition disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1517014705,SR06,Oral thrush in babies disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2007596156/other,SR0Y,Other specified childhood disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2007596156/unspecified,SR0Z,"Childhood disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1908537217,,Traditional medicine patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/309514703,,Functional elements and humoral derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1885164289,SR10,Vitiation of vāta pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1329167995,SR11,Accumulation of Vata pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1442514125,SR12,Aggravation of vata pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1601610657,SR13,Spreading of vata pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/190125246,SR14,Depletion of vata pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2063185539,SR15,Vitiation of pitta pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/30979026,SR16,Accumulation of pitta pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1268749195,SR17,Aggravation of pitta pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/611199268,SR18,Spreading of pitta pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/829777916,SR19,Depletion of pitta pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/240694420,SR1A,Vitiation of kapha pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1803753767,SR1B,Accumulation of kapha pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/738124640,SR1C,Aggravation of kapha pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/561202228,SR1D,Spreading of kapha pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/792950112,SR1E,Depletion of kapha pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/288275253,SR1F,Increase of Vaḷi pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/463674457,SR1G,Increase of Aẕal pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/453291049,SR1H,Increase of Aiyam pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1364410700,SR1J,Decrease of Vaḷi pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1441716084,SR1K,Decrease of Aẕal pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1600352288,SR1L,Decrease of Aiyam pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1165413146,SR1M,Predominance of Dam pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1341877366,SR1N,Predominance of Ṣafrā’ pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1331485700,SR1P,Predominance of Balgham pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/482697106,SR1Q,Predominance of Sawdā’ pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/704508337,SR1R,Blood thickening pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/114688273,SR1S,Blood thinning pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/207332989,SR1T,Blood deficiency pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/149303363,SR1U,Blood hyperviscosity pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/881363299,SR1V,Spoilage of humors pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2128569352,SR1W,Burning of humors pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1789422478,SR1X,Thickening of humors pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/979641157,SR20,Pattern of occlusion (TM2),TM2
http://id.who.int/icd/release/11/mms/309514703/other,SR2Y,Other specified functional elements and humoral derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/309514703/unspecified,SR2Z,"Functional elements and humoral derangement patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1029251439,,Physical constituent derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1531867635,SR40,Vitiation of 'primary structural components of the body' pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1300251309,SR41,Aggravation of primary circulating nutrient fluid pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1192093121,SR42,Depletion of primary circulating nutrient fluid pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1486556277,SR43,Morbid increase of blood pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1377217305,SR44,Depletion of blood pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1740037917,SR45,Excessive increase of muscular tissues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/769733242,SR46,Depletion of muscular tissues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1108379857,SR47,Increase of adipose tissues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/955940002,SR48,Depletion of adipose tissues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1011346078,SR49,Increase of bone tissues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/919227890,SR4A,Depletion of bone tissues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1307265187,SR4B,Increase of bone marrow pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/74380125,SR4C,Depletion of bone marrow pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1805601270,SR4D,Increase of reproductive tissues and semen pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/292928901,SR4E,Depletion of reproductive tissues and semen pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1266926424,SR4F,Diminution of Ojas pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/777547501,SR4G,Derangement of Ojas pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/24354381,SR4H,Dislodgement of Ojas pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/201210145,SR4J,Increased menstrual flow pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1431316820,SR4K,Diminution of menstrual flow pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1608355392,SR4L,Increased secretion of breast milk pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/620530543,SR4M,Decreased secretion of breast milk pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/177315691,,Derangement of channels pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1014235450,SR50,Derangement of channels carrying essense of digested food pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/922330710,SR51,Derangement of channels enriching blood pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/476613528,SR52,Derangement of channels enriching muscle tissue pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/384118012,SR53,Derangement of channels carrying fat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/373464202,SR54,Derangement of channels enriching bone pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1544909295,SR55,Derangement of channels enriching bone marrow pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1487464401,SR56,Derangement of channels enriching seminal fluid pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1378173117,SR57,Derangement of channels enriching vital life force pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/909450280,SR58,Derangement of channels for fluid circulation pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1018739524,SR59,Derangement of digestive tract pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1008667446,SR5A,Derangement of channels of faeces pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1653118101,SR5B,Derangement of urinary tract pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/947841610,SR5C,Derangement of channels producing sweat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1117003321,SR5D,Derangement of channels enriching breast milk pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/761635986,SR5E,Derangement of mind related channels pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/177315691/other,SR5Y,Other specified derangement of channels pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/177315691/unspecified,SR5Z,"Derangement of channels pattern (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/200564055,SR60,Increase of female reproductive tissue pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1121142874,SR61,Decrease of female reproductive tissue pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1214181174,SR62,Pattern resulting in abnormal number of organs and appendages (TM2),TM2
http://id.who.int/icd/release/11/mms/1474380908,SR63,Pattern of abnormal positioning of organs and appendages (TM2),TM2
http://id.who.int/icd/release/11/mms/701358353,SR64,Pattern of abnormal relative position of organs (TM2),TM2
http://id.who.int/icd/release/11/mms/378222711,SR65,Loss of continuity pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/742862033,SR66,Rīḥ pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/752917665,SR67,Bukhārāt pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/49248323,SR68,Compound pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/140697391,SR69,Pattern of quantity (TM2),TM2
http://id.who.int/icd/release/11/mms/1029251439/other,SR6Y,Other specified physical constituent derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1029251439/unspecified,SR6Z,"Physical constituent derangement patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/936674819,,Excretory products derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/886991837,SR80,Morbid increase of feces pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/726172265,SR81,Depletion of faeces pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/566568197,SR82,Excessive urine pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/342184193,SR83,Reduced urine pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1580383332,SR84,Hyperhidrosis pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/834864845,SR85,Anhidrosis pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1079388964,SR86,Faeces with undigested food residues pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/540498935,SR87,Urine of over heat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/892081455,SR88,Urine colour of excessive cold pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/831619857,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",TM2
http://id.who.int/icd/release/11/mms/329556666,SR8A,Urine like colour of raw-meat washings pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2085951505,SR8B,Delayed passing of stool pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/113241186,SR8C,Dry stool pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1548325565,SR8D,Larger quantity of stool pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/965885706,SR8E,Sharp smelling sweat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/381276074,SR8F,Sour smelling sweat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/473196742,SR8G,Sweat of thick consistency pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1117419703,SR8H,Sweat of thin consistency pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1209524187,SR8J,Lack of sweat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/859232908,SR8K,Excess of sputum pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1839285547,SR8L,Lack of sputum pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/38862722,SR8M,Moderate quantity of sputum during convalescence pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/855322869,SR8N,Excess of sweat pattern due to decreased vitality (TM2),TM2
http://id.who.int/icd/release/11/mms/936674819/other,SR8Y,Other specified excretory products derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/936674819/unspecified,SR8Z,"Excretory products derangement patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/862523453,,Power derangement and chronic accumulation patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1314209579,,Digestive fire based patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/992936232,SS10,Derangement of digestive power pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1182100309,SS11,Irregular digestive power pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/577058754,SS12,Elevated digestive power pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/686330030,SS13,Subdued digestive power pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/676274396,SS14,Highly elevated digestive power pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/993846783,SS15,"State of incomplete digestion, transformation or metabolism pattern (TM2)",TM2
http://id.who.int/icd/release/11/mms/774351655,SS16,Natural digestive fire pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1274807956,SS17,Strong digestive fire pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/636424181,SS18,Toxic digestive fire pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/794994841,SS19,Weak digestive fire pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1314209579/other,SS1Y,Other specified digestive fire based patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1314209579/unspecified,SS1Z,"Digestive fire based patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/730763934,,Chronic accumulation patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/616163476,SS20,Suppression of breath pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1265824780,SS21,Suppression of yawning pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1107252064,SS22,Suppression of hunger and thirst together pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1096344338,SS23,Suppression of semen pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1476669356,SS24,Suppression of cough pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/49434993,SS25,Suppression of micturition pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2014881026,SS26,Suppression of sleep pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/401153961,SS27,Suppression of sneeze pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1915925020,SS28,Suppression of tears pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1989092388,SS29,Suppression of vomiting pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1020840263,SS2A,Suppression of stool pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1804331710,SS2B,Supression of exertional hyperpnea pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1627803090,SS2C,Suppression of hunger pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/438782083,SS2D,Suppression of thirst pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1349559782,SS2E,Suppression of flatus pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/676725250,SS2F,Pattern of humour accumulated with air (TM2),TM2
http://id.who.int/icd/release/11/mms/1388115571,SS2G,Pattern of humour accumulated with excess cold (TM2),TM2
http://id.who.int/icd/release/11/mms/1187772923,SS2H,Pattern of humour accumulated with excess heat (TM2),TM2
http://id.who.int/icd/release/11/mms/730763934/other,SS2Y,Other specified chronic accumulation patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/730763934/unspecified,SS2Z,"Chronic accumulation patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/832742988,,Power derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/775180288,SS30,Physical faculties derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/682608335,SS31,Nutritive faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1380266686,SS32,Collecting faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1035241495,SS33,Adhesive faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1483679140,SS34,Assimilation faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1451451316,SS35,Absorptive faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1544471776,SS36,Retentive faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1134046572,SS37,Digestive faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1226148360,SS38,Expulsive faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/143311793,SS39,Growth faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1121791700,SS3A,Reproductive faculties derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1453990238,SS3B,Vital faculty derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/742446381,SS3C,Psychic faculties derangement pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1135701894,SS3D,Debility of organs pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1333841630,SS3E,Innate heat weakness pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/544306293,SS3F,Disruption of innate heat pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/643875805,SS3G,Weakness of psychic spirit pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/840420437,SS3H,Weakness of natural spirit pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1473012194,SS3J,Weakness of vital spirit pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/832742988/other,SS3Y,Other specified power derangement patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/832742988/unspecified,SS3Z,"Power derangement patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/862523453/other,SS4Y,Other specified power derangement and chronic accumulation patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/862523453/unspecified,SS4Z,"Power derangement and chronic accumulation patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1233380430,,Body constitution and temperament patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1873479241,,Constitution patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/658701543,SS50,Vata constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/349647566,SS51,Pitta constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/509253026,SS52,Kapha constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1702596851,SS53,Vata-Pitta constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/791444886,SS54,Pitta-Kapha constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1088276287,SS55,Kapha-Vata constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/976696142,SS56,Body constitution with a predominance of all three dosha pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1623281043,SS57,Vaḷi body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/85647398,SS58,Aẕal body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1056006724,SS59,Aiyam body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/880592176,SS5A,Vaḷi-predominant Aẕal body constitution pattern (TM2),TM2
