TM2_LINK,TM2_Code,Disorder,Module
http://id.who.int/icd/release/11/mms/1245319109,SF14,Phlegm-fire harassing the heart system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/848224260,SF15,Wind-phlegm pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/208501929/other,SF1Y,Other specified fluid patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/208501929/unspecified,SF1Z,"Fluid patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/229718107,,Essence patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/58077538,SF20,Essence deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/229718107/other,SF2Y,Other specified essence patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/229718107/unspecified,SF2Z,"Essence patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/662161366/other,SF4Y,Other specified body constituents patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/662161366/unspecified,SF4Z,"Body constituents patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1220285877,,Organ system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1628485143,,Liver system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/721449199,SF50,Liver yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/789152700,SF51,Liver yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1319100890,SF52,Liver yang ascendant hyperactivity pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/744651142,SF53,Liver qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/784105121,SF54,Liver blood deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1929315026,SF55,Liver depression and blood stasis pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1260646296,SF56,Liver wind stirring the interior pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1279387391,SF57,Liver qi stagnation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2000882848,SF58,Liver fire flaming upward pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1328159941,SF59,Liver heat stirring wind pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1752148615,SF5A,Liver-gallbladder dampness-heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1995895171,SF5B,Liver meridian dampness-heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1574410818,SF5C,Liver meridian cold stagnation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1790798322,SF5D,Gallbladder qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1494484027,SF5E,Gallbladder depression with phlegm harassment pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/773606634,SF5F,Gallbladder heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/310161378,SF5G,Gallbladder cold pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1985611674,SF5H,Liver and kidney yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1795444925,SF5J,Disharmony of liver and spleen systems pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1167668530,SF5K,Disharmony of liver and stomach systems pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1863164912,SF5L,Liver fire invading the stomach system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1790029218,SF5M,Liver fire invading the lung system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1628485143/other,SF5Y,Other specified liver system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1628485143/unspecified,SF5Z,"Liver system patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/869021345,,Heart system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/346518675,SF60,Heart qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/377058228,SF61,Heart blood deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/279873472,SF62,Dual deficiency of heart qi and blood pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1342591371,SF63,Heart meridian obstruction pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/331709946,SF64,Heart yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/287013597,SF65,Deficiency of heart qi and yin pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/399281833,SF66,Heart yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/254728130,SF67,Heart yang collapse pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1389909676,SF68,Heart fire flaming upward pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1863141561,SF69,Fire harassing heart spirit pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1399696305,SF6A,Water qi intimidating the heart system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1818669699,SF6B,Heart spirit restlessness pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1857598884,SF6C,Anxiety damaging the spirit pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/603094735,SF6D,Small intestine qi stagnation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1733516247,SF6E,Small intestine excess heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1530116319,SF6F,Small intestine deficiency cold pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/807740837,SF6G,Heart and liver blood deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/921883089,SF6H,Heart and gallbladder qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/927411404,SF6J,Heart and spleen systems deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/855319170,SF6K,Heart and lung qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/20451370,SF6L,Heart and kidney systems disharmony pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/860807071,SF6M,Heart and kidney yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/869021345/other,SF6Y,Other specified heart system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/869021345/unspecified,SF6Z,"Heart system patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1590586280,,Spleen system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1687720868,SF70,Spleen qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1697476281,SF71,Spleen qi sinking pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1744005534,SF72,Spleen deficiency with qi stagnation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1715901571,SF73,Spleen deficiency with food retention pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1462894191,SF74,Spleen failing to control the blood pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1315330587,SF75,Spleen deficiency and blood depletion pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/475616692,SF76,Spleen yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/540653244,SF77,Spleen yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/946107447,SF78,Dampness-heat encumbering the spleen system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2058174137,SF79,Spleen deficiency with dampness accumulation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1649371088,SF7A,Spleen deficiency with water flooding pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/902587953,SF7B,Cold-dampness encumbering the spleen system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1383621861,SF7C,Stomach qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1405983226,SF7D,Stomach qi uprising pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1617228851,SF7E,Stomach yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/238753940,SF7F,Stomach heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/162301241,SF7G,Dampness in the intestines pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/722231274,SF7H,Cold invading the stomach system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/758005594,SF7J,Intestine cold stagnation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1619947181,SF7K,Anxiety damaging the spleen system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1222960053,SF7L,Lung and spleen deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/37336435,SF7M,Spleen and kidney yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1590586280/other,SF7Y,Other specified spleen system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1590586280/unspecified,SF7Z,"Spleen system patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1266950345,,Lung system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1575510956,SF80,Lung qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1585682838,SF81,Lung yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1954807997,SF82,Lung and kidney yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1519020741,SF83,Lung qi and yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1597400203,SF84,Lung yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/249367292,SF85,Cold phlegm obstructing the lung pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/373248917,SF86,Turbid phlegm accumulation in the lung pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/68620691,SF87,Exterior cold with lung heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/822335309,SF88,Intense congestion of lung heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/702647846,SF89,Phlegm heat obstructing the lung pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/125627305,SF8A,Wind-heat invading the lung pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/608803874,SF8B,Lung heat transmitting into the intestine pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/181729711,SF8C,Wind-cold fettering the lung pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/94563472,SF8D,Dryness invading the lung pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/134938248,SF8E,Lung dryness with intestinal obstruction pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/131905648,SF8F,Large intestine excess heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/748405317,SF8G,Large intestine dampness heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2132639328,SF8H,Large intestine fluid deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1132305768,SF8J,Large intestine deficiency cold pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1266950345/other,SF8Y,Other specified lung system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1266950345/unspecified,SF8Z,"Lung system patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/561238214,,Kidney system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/286989133,SF90,Kidney qi deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/139247417,SF91,Kidney failing to receive qi pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/177387552,SF92,Kidney qi deficiency with water retention pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1126438114,SF93,Kidney yin deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/126169594,SF94,Kidney yin and yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2135226346,SF95,Kidney deficiency with marrow depletion pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1899529270,SF96,Kidney essence deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1004917490,SF97,Kidney yang deficiency pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/831478821,SF98,Fear damaging the kidney system pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1312005384,SF99,Blood and heat accumulation in the uterus pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/27777933,SF9A,Phlegm obstructing the uterus pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/243549463,SF9B,Dampness-heat in the uterus pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/67427225,SF9C,Cold stagnation in the uterus pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/113627878,SF9D,Uterine deficiency cold pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1290639905,SF9E,Blood accumulation in the bladder pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1068835566,SF9F,Bladder heat accumulation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1040244721,SF9G,Bladder dampness-heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1198843134,SF9H,Bladder water accumulation pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2064910326,SF9J,Bladder deficiency cold pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/561238214/other,SF9Y,Other specified kidney system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/561238214/unspecified,SF9Z,"Kidney system patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1220285877/other,SG1Y,Other specified organ system patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1220285877/unspecified,SG1Z,"Organ system patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/677438911,,Meridian and collateral patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1400320922,,Main Meridian Patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/609506325,SG20,Lung meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/901848765,SG21,Large intestine meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/938184644,SG22,Stomach meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2128549852,SG23,Spleen meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/573110623,SG24,Heart meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2119137628,SG25,Small intestine meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1112257005,SG26,Bladder meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/77620996,SG27,Kidney meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/313618602,SG28,Pericardium meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1517164035,SG29,Triple energizer meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/175052027,SG2A,Gallbladder meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1426227317,SG2B,Liver meridian pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1400320922/other,SG2Y,Other specified main Meridian Patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1400320922/unspecified,SG2Z,"Main Meridian Patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/2071442150,,Extra Meridian Patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/541406036,SG30,Governor vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/511124521,SG31,Conception vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1003119079,SG32,Yin heel vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/332062875,SG33,Yang heel vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/907806824,SG34,Yin link vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/505186580,SG35,Yang link vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/787666113,SG36,Thoroughfare vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/785908139,SG37,Belt vessel pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2071442150/other,SG3Y,Other specified extra Meridian Patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/2071442150/unspecified,SG3Z,"Extra Meridian Patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/677438911/other,SG5Y,Other specified meridian and collateral patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/677438911/unspecified,SG5Z,"Meridian and collateral patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/226861675,,Six stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/240980496,SG60,Early yang stage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1831776751,SG61,Middle yang stage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1558208098,SG62,Late yang stage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1026536215,SG63,Early yin stage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/409535178,SG64,Middle yin stage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/812221366,SG65,Late yin stage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/226861675/other,SG6Y,Other specified six stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/226861675/unspecified,SG6Z,"Six stage patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1234235520,,Triple energizer stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/847718854,SG70,Upper energizer stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/445098170,SG71,Middle energizer stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1069619559,SG72,Lower energizer stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1234235520/other,SG7Y,Other specified triple energizer stage patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1234235520/unspecified,SG7Z,"Triple energizer stage patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/626065726,,Four phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/2128415255,,Defense phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/518765780,SG80,Dampness obstructing the defense yang pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/579559388,SG81,Heat attacking the lung defense pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/2128415255/other,SG8Y,Other specified defense phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/2128415255/unspecified,SG8Z,"Defense phase patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/134267709,,Qi phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/754396164,SG90,Heat entering the qi phase pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/798807614,SG91,Qi phase dampness and heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/731194733,SG92,Dampness obstructing the qi phase pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/134267709/other,SG9Y,Other specified qi phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/134267709/unspecified,SG9Z,"Qi phase patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/969813168,,Nutrient phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/706795632,SH00,Nutrient qi and defense qi disharmony pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1458105651,SH01,Heat in the nutrient phase pattern(TM1),TM1
http://id.who.int/icd/release/11/mms/1309324380,SH02,Heat entering the nutrient and blood phase pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/969813168/other,SH0Y,Other specified nutrient phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/969813168/unspecified,SH0Z,"Nutrient phase patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/284041108,,Blood phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/66685674,SH10,Blood phase pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1750468892,SH11,Heat entering the blood phase pattern(TM1),TM1
http://id.who.int/icd/release/11/mms/284041108/other,SH1Y,Other specified blood phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/284041108/unspecified,SH1Z,"Blood phase patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/626065726/other,SH3Y,Other specified four phase patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/626065726/unspecified,SH3Z,"Four phase patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1723048222,,Four constitution medicine patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1949344281,,Large yang type patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1784342281,SH40,Large yang type exterior origin lower back pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1330925036,SH41,Large yang type interior origin small intestine pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1779629107,SH42,Large yang type exterior interior combined pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1949344281/other,SH4Y,Other specified large yang type patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1949344281/unspecified,SH4Z,"Large yang type patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1765250141,,Small yang type patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1293531980,SH50,Small yang type lesser yang wind damage pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/664757473,SH51,Small yang type yin depletion pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1416923501,SH52,Small yang type chest heat congested pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1194045280,SH53,Small yang type yin deficit pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/784295540,SH54,Small yang type exterior interior combined pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1765250141/other,SH5Y,Other specified small yang type patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1765250141/unspecified,SH5Z,"Small yang type patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/961382499,,Large yin type patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/186195427,SH60,Large yin type supraspinal exterior pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1713361909,SH61,Large yin type esophagus cold pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1919700508,SH62,Large yin type liver heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/981786791,SH63,Large yin type dryness heat pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1697710483,SH64,Large yin type exterior Interior combined pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/961382499/other,SH6Y,Other specified large yin type patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/961382499/unspecified,SH6Z,"Large yin type patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1806622115,,Small yin type patterns(TM1),TM1
http://id.who.int/icd/release/11/mms/814287873,SH70,Small yin type congestive hyperpsychotic pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/136311848,SH71,Small yin type yang depletion pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1429148255,SH72,Small yin type greater yin pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1766586999,SH73,Small yin type lesser yin pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1744575974,SH74,Small yin type exterior interior combined pattern (TM1),TM1
http://id.who.int/icd/release/11/mms/1806622115/other,SH7Y,Other specified small yin type patterns(TM1),TM1
http://id.who.int/icd/release/11/mms/1806622115/unspecified,SH7Z,"Small yin type patterns(TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1723048222/other,SH9Y,Other specified four constitution medicine patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/1723048222/unspecified,SH9Z,"Four constitution medicine patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/347093131/other,SJ1Y,Other specified traditional medicine patterns (TM1),TM1
http://id.who.int/icd/release/11/mms/347093131/unspecified,SJ1Z,"Traditional medicine patterns (TM1), unspecified",TM1
http://id.who.int/icd/release/11/mms/1147241349,,Traditional medicine disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1488428775,SK00,Cephalalgia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2096962667,SK01,Migraine disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1896371070/other,SK0Y,Other specified headache disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1896371070/unspecified,SK0Z,"Headache disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/2072376338,,Nervous system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/691174964,SK10,Vertigo and giddiness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2072376338/other,SK1Y,Other specified nervous system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2072376338/unspecified,SK1Z,"Nervous system disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/623633507,,Paralysis disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/673947354,SK20,Facial palsy disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1338037818,SK21,Paraplegia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/559754689,SK22,Hemiplegia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/623633507/other,SK2Y,Other specified paralysis disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/623633507/unspecified,SK2Z,"Paralysis disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/799425295,,Paroxysmal disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/462864539,SK30,Seizure disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1630797216,SK31,Epilepsy disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/799425295/other,SK3Y,Other specified paroxysmal disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/799425295/unspecified,SK3Z,"Paroxysmal disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1952938548,SK50,Scalp affliction disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/85602009,SK51,Cervicobrachial pain disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/968797594,SK52,Tremor disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/668613342,SK53,Stammering disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/593997026,SK54,Numbness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1647929877,SK55,Weakness of thighs due to vata disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/627880448/other,SK5Y,"Other specified head, brain, nerve and movement disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/627880448/unspecified,SK5Z,"Head, brain, nerve and movement disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/823901578,,"Eye, ear, nose, throat and neck disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/1249767098,,Eye disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/244158019,SK60,Ocular hyperemia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1064158914,SK61,Prolapse iris disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1704704031,SK62,Blepharitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/300338510,SK63,Day blindness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1332826861,SK64,Night blindness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/569157910,SK65,Cataract disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/734445064,SK66,Conjunctivitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1383132796,SK67,Corneal disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/638425903,SK68,Tear sac swelling disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1666834280,SK69,Eyelid cyst disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2093954772,SK6A,Dry eye disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/845612393,SK6B,Ectropion disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/492583157,SK6C,Pterygium disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1712732076,SK6D,Lacrimation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1143150083,SK6E,Trichiasis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/735227050,SK6F,Eyelid tumour disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1362647259,SK6G,Hard swelling of eyelid disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/198059528,SK6H,Eyelid wart disorder (TM2),TM2
